,Total_suma,Număr_produse,procent_TVA,metoda_plata,Oră_emitere,Comerciant_id,eticheta,motiv_frauda
1693,224.98,6,9,transfer,21:23:09,C0075,non-fraudulent,
1694,49.98,4,9,transfer,11:13:40,C0107,fraudulent,comerciant_risc
1695,142.77,8,19,transfer,00:47:49,C0043,fraudulent,emitere_noaptea
1696,18.85,1,9,numerar,18:59:16,C0038,non-fraudulent,
1697,243.93,7,9,card,19:52:47,C0047,non-fraudulent,
1698,38.2,5,19,transfer,09:14:45,C0054,non-fraudulent,
1699,91.25,5,9,transfer,06:19:49,C0095,non-fraudulent,
1700,217.23,5,19,card,17:11:57,C0027,non-fraudulent,
1701,239.69,5,19,transfer,01:00:50,C0071,fraudulent,emitere_noaptea
1702,193.57,4,9,card,19:57:30,C0010,fraudulent,comerciant_risc
1703,116.83,4,19,tichete,09:30:20,C0198,non-fraudulent,
1704,52.45,5,9,transfer,22:11:22,C0002,non-fraudulent,
1705,619.29,13,9,card,05:01:37,C0043,non-fraudulent,
1706,68.85,4,19,tichete,18:10:55,C0073,non-fraudulent,
1707,43.1,3,9,transfer,16:23:12,C0038,non-fraudulent,
1708,144.32,5,19,transfer,11:00:40,C0148,non-fraudulent,
1709,105.48,4,19,transfer,02:15:41,C0135,fraudulent,emitere_noaptea
1710,210.62,8,9,tichete,16:02:09,C0033,non-fraudulent,
1711,289.36,6,19,card,10:32:58,C0043,non-fraudulent,
1712,129.69,7,9,tichete,04:03:11,C0055,fraudulent,emitere_noaptea
1713,326.33,7,9,card,02:39:03,C0107,fraudulent,emitere_noaptea;comerciant_risc
1714,81.13,5,19,tichete,04:07:19,C0174,fraudulent,emitere_noaptea
1715,245.6,8,19,card,13:17:08,C0187,non-fraudulent,
1716,175.34,4,19,card,08:04:00,C0194,non-fraudulent,
1717,90.32,6,9,numerar,13:21:27,C0054,non-fraudulent,
1718,245.87,7,19,numerar,12:48:55,C0165,non-fraudulent,
1719,291.1,6,19,transfer,13:32:15,C0124,non-fraudulent,
1720,45.6,2,9,numerar,12:08:13,C0181,non-fraudulent,
1721,235.08,8,9,numerar,23:43:11,C0046,non-fraudulent,
1722,92.36,3,9,transfer,20:53:36,C0173,non-fraudulent,
1723,128.38,7,19,numerar,20:38:10,C0004,non-fraudulent,
1724,74.03,8,9,tichete,07:03:56,C0195,non-fraudulent,
1725,80.05,5,9,transfer,22:44:43,C0006,fraudulent,comerciant_risc
1726,158.17,8,19,transfer,12:52:44,C0020,non-fraudulent,
1727,46.6,6,19,tichete,19:11:44,C0008,non-fraudulent,
1728,329.41,10,9,tichete,20:04:53,C0197,non-fraudulent,
1729,63.0,7,9,tichete,22:18:52,C0038,non-fraudulent,
1730,152.72,9,9,card,04:33:06,C0106,fraudulent,emitere_noaptea
1731,129.85,9,19,card,00:58:02,C0175,fraudulent,emitere_noaptea
1732,21.6,3,9,tichete,12:06:39,C0189,non-fraudulent,
1733,377.37,9,9,numerar,21:33:49,C0041,fraudulent,numerar_prea_mare
1734,108.3,6,19,transfer,07:01:20,C0119,non-fraudulent,
1735,141.44,7,19,transfer,13:48:48,C0172,non-fraudulent,
1736,57.51,4,19,card,05:05:48,C0098,non-fraudulent,
1737,86.44,7,9,transfer,00:09:40,C0077,fraudulent,emitere_noaptea
1738,108.04,3,19,numerar,08:31:31,C0078,non-fraudulent,
1739,99.5,4,9,numerar,21:10:05,C0077,non-fraudulent,
1740,235.51,6,19,numerar,13:35:51,C0040,non-fraudulent,
1741,183.55,8,9,numerar,23:30:46,C0136,fraudulent,comerciant_risc
1742,114.48,8,9,tichete,23:45:45,C0062,non-fraudulent,
1743,121.84,6,9,card,21:29:41,C0003,non-fraudulent,
1744,133.85,3,19,transfer,08:05:25,C0065,non-fraudulent,
1745,42.55,5,19,numerar,17:41:53,C0191,non-fraudulent,
1746,332.04,7,9,transfer,06:47:26,C0063,non-fraudulent,
1747,186.69,7,9,transfer,01:22:49,C0150,fraudulent,emitere_noaptea
1748,125.71,5,9,numerar,09:47:08,C0099,non-fraudulent,
1749,117.01,9,9,transfer,06:32:56,C0008,non-fraudulent,
1750,155.08,4,9,numerar,16:45:42,C0107,fraudulent,comerciant_risc
1751,50.86,6,9,numerar,04:36:03,C0179,fraudulent,emitere_noaptea
1752,73.08,6,9,transfer,00:59:00,C0152,fraudulent,emitere_noaptea
1753,63.71,8,9,numerar,02:25:32,C0155,fraudulent,emitere_noaptea
1754,409.79,10,19,numerar,03:49:33,C0142,fraudulent,emitere_noaptea;numerar_prea_mare
1755,121.68,7,19,card,07:55:21,C0012,non-fraudulent,
1756,206.88,6,9,card,15:42:05,C0153,non-fraudulent,
1757,52.68,6,9,tichete,23:56:33,C0180,non-fraudulent,
1758,376.41,8,19,card,18:14:53,C0043,non-fraudulent,
1759,164.05,7,9,transfer,23:28:15,C0157,non-fraudulent,
1760,313.39,7,19,card,18:38:16,C0142,non-fraudulent,
1761,180.04,5,19,transfer,23:26:49,C0038,non-fraudulent,
1762,89.61,4,9,transfer,03:07:29,C0183,fraudulent,emitere_noaptea
1763,322.13,7,19,transfer,17:22:34,C0145,non-fraudulent,
1764,222.31,6,19,numerar,06:21:53,C0200,non-fraudulent,
1765,105.1,6,19,card,14:28:06,C0070,non-fraudulent,
1766,26.01,5,9,numerar,04:15:36,C0134,fraudulent,emitere_noaptea
1767,167.58,6,9,tichete,16:18:26,C0004,non-fraudulent,
1768,327.55,7,19,numerar,00:48:56,C0010,fraudulent,emitere_noaptea;numerar_prea_mare;comerciant_risc
1769,144.2,7,19,tichete,21:49:28,C0040,non-fraudulent,
1770,50.81,5,9,tichete,15:22:36,C0025,non-fraudulent,
1771,248.56,5,9,tichete,17:47:25,C0110,non-fraudulent,
1772,48.16,7,19,card,08:55:04,C0039,non-fraudulent,
1773,105.03,4,9,tichete,02:34:09,C0038,fraudulent,emitere_noaptea
1774,77.53,5,19,numerar,15:45:10,C0197,non-fraudulent,
1775,170.54,4,19,numerar,15:50:00,C0022,non-fraudulent,
1776,154.6,6,9,tichete,06:54:40,C0124,non-fraudulent,
1777,194.31,7,19,numerar,23:37:00,C0052,non-fraudulent,
1778,130.56,4,19,numerar,17:43:10,C0195,non-fraudulent,
1779,98.05,12,9,tichete,00:33:48,C0084,fraudulent,emitere_noaptea
1780,14.66,2,19,card,04:36:14,C0102,fraudulent,emitere_noaptea
1781,148.87,5,19,card,01:15:43,C0168,fraudulent,emitere_noaptea
1782,93.43,5,9,numerar,03:53:45,C0049,fraudulent,emitere_noaptea
1783,193.83,10,19,card,18:14:37,C0110,non-fraudulent,
1784,370.79,8,9,transfer,17:20:24,C0190,non-fraudulent,
1785,90.45,8,9,card,19:17:46,C0174,non-fraudulent,
1786,284.97,7,9,tichete,04:33:04,C0118,fraudulent,emitere_noaptea
1787,50.58,7,9,transfer,19:28:25,C0167,non-fraudulent,
1788,144.44,7,19,transfer,12:58:01,C0123,non-fraudulent,
1789,245.2,8,19,tichete,16:16:38,C0007,non-fraudulent,
1790,101.56,5,19,card,07:24:23,C0021,non-fraudulent,
1791,117.76,7,9,transfer,00:01:54,C0159,fraudulent,emitere_noaptea;comerciant_risc
1792,146.76,3,9,numerar,21:18:02,C0095,non-fraudulent,
1793,84.78,6,19,numerar,22:12:35,C0159,fraudulent,comerciant_risc
1794,36.55,3,19,card,07:28:22,C0119,non-fraudulent,
1795,90.89,3,19,tichete,10:13:55,C0143,non-fraudulent,
1796,319.13,8,9,transfer,08:11:38,C0054,non-fraudulent,
1797,193.38,9,19,card,02:38:55,C0083,fraudulent,emitere_noaptea
1798,22.55,4,9,card,12:11:13,C0034,non-fraudulent,
1799,166.85,6,19,transfer,11:16:40,C0049,non-fraudulent,
1800,84.35,6,9,tichete,00:00:35,C0075,fraudulent,emitere_noaptea
1801,146.81,7,19,card,04:26:32,C0191,fraudulent,emitere_noaptea
1802,274.66,6,9,numerar,09:46:25,C0162,non-fraudulent,
1803,104.75,4,9,card,00:24:07,C0081,fraudulent,emitere_noaptea
1804,390.92,9,9,numerar,09:24:51,C0047,fraudulent,numerar_prea_mare
1805,190.95,6,19,tichete,17:11:28,C0055,non-fraudulent,
1806,40.99,1,9,numerar,06:53:51,C0036,non-fraudulent,
1807,171.5,6,9,tichete,10:48:46,C0003,non-fraudulent,
1808,53.41,5,19,transfer,13:32:56,C0057,non-fraudulent,
1809,444.01,9,19,transfer,03:03:23,C0086,fraudulent,emitere_noaptea
1810,141.91,7,9,tichete,15:03:16,C0190,non-fraudulent,
1811,30.04,5,19,transfer,23:43:28,C0142,non-fraudulent,
1812,41.83,5,9,transfer,16:31:04,C0081,non-fraudulent,
1813,218.36,5,9,numerar,07:05:52,C0071,non-fraudulent,
1814,108.23,5,19,card,05:32:57,C0140,non-fraudulent,
1815,245.55,5,19,tichete,20:17:03,C0192,non-fraudulent,
1816,149.24,6,19,card,12:57:07,C0035,non-fraudulent,
1817,69.31,4,19,numerar,05:07:36,C0066,non-fraudulent,
1818,77.52,9,9,numerar,00:21:52,C0180,fraudulent,emitere_noaptea
1819,137.72,3,19,numerar,22:12:54,C0091,non-fraudulent,
1820,100.67,3,9,transfer,14:10:20,C0056,non-fraudulent,
1821,42.49,7,19,numerar,13:42:25,C0005,non-fraudulent,
1822,164.42,5,9,transfer,10:10:32,C0127,non-fraudulent,
1823,49.17,6,9,transfer,23:26:04,C0084,non-fraudulent,
1824,241.67,7,19,card,15:56:20,C0092,non-fraudulent,
1825,55.28,3,19,numerar,14:15:04,C0167,non-fraudulent,
1826,544.66,12,19,transfer,05:11:38,C0018,non-fraudulent,
1827,237.68,5,19,numerar,01:20:13,C0143,fraudulent,emitere_noaptea
1828,209.66,6,9,transfer,16:20:28,C0174,non-fraudulent,
1829,43.92,3,9,numerar,05:23:25,C0012,non-fraudulent,
1830,106.32,3,9,transfer,17:25:21,C0194,non-fraudulent,
1831,156.09,4,19,numerar,14:16:55,C0057,non-fraudulent,
1832,86.87,8,9,tichete,11:54:02,C0102,non-fraudulent,
1833,248.82,6,19,numerar,11:35:26,C0166,non-fraudulent,
1834,34.05,5,9,transfer,15:40:31,C0194,non-fraudulent,
1835,203.54,7,9,card,16:32:52,C0143,non-fraudulent,
1836,146.88,5,19,card,03:56:01,C0049,fraudulent,emitere_noaptea
1837,47.45,7,9,tichete,17:33:43,C0114,non-fraudulent,
1838,175.01,6,9,transfer,10:42:11,C0166,non-fraudulent,
1839,86.14,6,19,card,00:41:44,C0200,fraudulent,emitere_noaptea
1840,79.58,3,19,transfer,07:22:56,C0145,non-fraudulent,
1841,119.48,6,9,transfer,13:47:54,C0138,non-fraudulent,
1842,322.93,9,19,transfer,06:25:21,C0080,non-fraudulent,
1843,349.47,7,19,transfer,16:19:49,C0007,non-fraudulent,
1844,86.9,8,9,transfer,15:09:52,C0166,non-fraudulent,
1845,241.6,5,19,transfer,10:07:41,C0004,non-fraudulent,
1846,260.8,8,9,tichete,03:52:42,C0075,fraudulent,emitere_noaptea
1847,238.83,6,19,tichete,09:57:03,C0176,non-fraudulent,
1848,52.55,2,19,tichete,22:37:31,C0160,non-fraudulent,
1849,430.79,11,19,numerar,04:53:15,C0167,fraudulent,emitere_noaptea;numerar_prea_mare
1850,122.3,5,19,tichete,18:09:23,C0022,non-fraudulent,
1851,25.3,5,9,transfer,16:08:53,C0190,non-fraudulent,
1852,261.73,9,9,transfer,09:41:56,C0099,non-fraudulent,
1853,211.58,7,9,tichete,10:14:35,C0066,non-fraudulent,
1854,248.84,6,9,card,08:05:31,C0162,non-fraudulent,
1855,24.12,4,19,tichete,02:01:03,C0189,fraudulent,emitere_noaptea
1856,87.69,5,19,transfer,01:01:05,C0193,fraudulent,emitere_noaptea
1857,129.74,6,9,tichete,17:06:21,C0134,non-fraudulent,
1858,98.6,8,9,card,06:54:19,C0020,non-fraudulent,
1859,66.73,4,19,numerar,05:33:44,C0180,non-fraudulent,
1860,183.61,5,9,transfer,00:50:01,C0060,fraudulent,emitere_noaptea
1861,92.72,5,19,numerar,02:17:25,C0163,fraudulent,emitere_noaptea
1862,228.32,5,19,tichete,23:52:13,C0107,fraudulent,comerciant_risc
1863,15.58,2,9,numerar,02:18:17,C0109,fraudulent,emitere_noaptea
1864,285.08,6,19,card,08:25:46,C0167,non-fraudulent,
1865,367.95,9,19,numerar,13:53:43,C0031,fraudulent,numerar_prea_mare
1866,64.5,8,9,transfer,02:59:13,C0051,fraudulent,emitere_noaptea
1867,67.3,3,19,tichete,18:57:00,C0156,non-fraudulent,
1868,96.96,10,19,numerar,05:26:20,C0142,non-fraudulent,
1869,144.54,4,19,tichete,10:15:02,C0115,non-fraudulent,
1870,50.64,4,19,transfer,23:34:37,C0185,non-fraudulent,
1871,109.23,5,9,transfer,02:41:49,C0096,fraudulent,emitere_noaptea
1872,68.42,2,9,card,21:13:25,C0127,non-fraudulent,
1873,165.92,9,19,tichete,12:35:22,C0024,non-fraudulent,
1874,166.83,6,9,numerar,00:44:19,C0175,fraudulent,emitere_noaptea
1875,41.29,7,9,numerar,14:33:22,C0107,fraudulent,comerciant_risc
1876,180.61,7,19,transfer,05:53:52,C0094,non-fraudulent,
1877,106.61,10,9,tichete,18:51:16,C0067,non-fraudulent,
1878,240.29,6,9,transfer,01:46:35,C0047,fraudulent,emitere_noaptea
1879,86.74,3,19,card,10:50:58,C0096,non-fraudulent,
1880,270.21,15,19,numerar,09:12:06,C0188,non-fraudulent,
1881,193.65,6,19,tichete,20:57:20,C0173,non-fraudulent,
1882,502.76,12,9,transfer,01:00:21,C0178,fraudulent,emitere_noaptea
1883,176.0,4,9,numerar,00:52:05,C0010,fraudulent,emitere_noaptea;comerciant_risc
1884,43.11,5,19,numerar,01:38:27,C0093,fraudulent,emitere_noaptea
1885,150.77,5,9,tichete,23:40:13,C0031,non-fraudulent,
1886,77.99,9,19,numerar,03:54:09,C0196,fraudulent,emitere_noaptea
1887,77.86,5,19,tichete,05:04:11,C0032,non-fraudulent,
1888,238.8,5,19,tichete,12:41:00,C0087,non-fraudulent,
1889,168.3,4,9,card,21:31:59,C0116,non-fraudulent,
1890,113.59,5,9,tichete,19:04:51,C0031,non-fraudulent,
1891,73.0,5,19,transfer,03:12:07,C0121,fraudulent,emitere_noaptea
1892,330.66,7,19,transfer,23:21:23,C0184,fraudulent,comerciant_risc
1893,84.68,6,9,transfer,16:56:38,C0112,non-fraudulent,
1894,262.04,8,19,numerar,18:37:49,C0016,fraudulent,comerciant_risc
1895,60.09,5,19,numerar,14:16:59,C0192,non-fraudulent,
1896,51.55,4,9,tichete,12:44:51,C0090,non-fraudulent,
1897,280.94,7,19,card,05:47:54,C0083,non-fraudulent,
1898,35.46,4,19,transfer,20:30:16,C0030,non-fraudulent,
1899,143.7,7,9,transfer,23:42:02,C0053,non-fraudulent,
1900,330.07,7,9,tichete,09:07:43,C0062,non-fraudulent,
1901,205.69,6,9,transfer,20:26:57,C0113,non-fraudulent,
1902,55.05,3,9,transfer,04:04:34,C0054,fraudulent,emitere_noaptea
1903,52.02,5,9,transfer,21:56:55,C0077,non-fraudulent,
1904,48.97,4,9,tichete,20:00:24,C0144,non-fraudulent,
1905,365.22,8,19,numerar,08:04:00,C0146,fraudulent,numerar_prea_mare
1906,111.96,8,9,card,21:33:04,C0002,non-fraudulent,
1907,144.27,7,19,transfer,22:46:11,C0172,non-fraudulent,
1908,349.61,7,9,tichete,14:36:11,C0004,non-fraudulent,
1909,140.27,3,9,numerar,06:32:35,C0003,non-fraudulent,
1910,57.96,9,9,tichete,22:40:13,C0040,non-fraudulent,
1911,39.38,7,9,tichete,06:00:29,C0154,fraudulent,comerciant_risc
1912,54.17,5,9,numerar,02:37:45,C0183,fraudulent,emitere_noaptea
1913,25.22,3,9,card,01:27:10,C0072,fraudulent,emitere_noaptea
1914,60.33,6,19,card,09:33:07,C0107,fraudulent,comerciant_risc
1915,175.81,9,9,card,06:49:11,C0094,non-fraudulent,
1916,203.18,5,9,transfer,05:13:18,C0117,non-fraudulent,
1917,336.69,10,19,card,02:20:17,C0059,fraudulent,emitere_noaptea
1918,101.69,5,19,numerar,21:27:01,C0200,non-fraudulent,
1919,41.47,6,19,tichete,12:06:38,C0018,non-fraudulent,
1920,84.1,3,19,card,09:55:52,C0162,non-fraudulent,
1921,425.45,10,9,numerar,15:57:17,C0053,fraudulent,numerar_prea_mare
1922,95.56,4,19,transfer,12:10:31,C0011,non-fraudulent,
1923,196.28,4,19,numerar,07:32:11,C0016,fraudulent,comerciant_risc
1924,52.04,5,9,transfer,19:45:09,C0048,non-fraudulent,
1925,189.44,5,19,transfer,11:38:15,C0134,non-fraudulent,
1926,253.55,6,9,transfer,02:22:41,C0087,fraudulent,emitere_noaptea
1927,367.72,9,9,tichete,12:23:41,C0147,non-fraudulent,
1928,247.93,7,19,numerar,20:58:56,C0178,non-fraudulent,
1929,100.35,6,9,card,08:31:47,C0196,non-fraudulent,
1930,367.82,9,9,tichete,14:58:20,C0033,non-fraudulent,
1931,263.29,7,9,tichete,14:41:40,C0034,non-fraudulent,
1932,267.78,8,19,transfer,05:19:19,C0016,fraudulent,comerciant_risc
1933,166.13,6,19,tichete,15:43:52,C0027,non-fraudulent,
1934,51.93,5,9,card,07:54:57,C0003,non-fraudulent,
1935,175.57,5,19,card,08:05:33,C0179,non-fraudulent,
1936,451.89,11,19,card,14:36:41,C0176,non-fraudulent,
1937,236.12,7,9,tichete,16:03:36,C0103,non-fraudulent,
1938,114.12,4,19,numerar,09:51:15,C0103,non-fraudulent,
1939,229.72,6,19,numerar,18:39:35,C0022,non-fraudulent,
1940,80.78,8,9,tichete,10:03:56,C0020,non-fraudulent,
1941,227.9,6,9,card,21:12:09,C0049,non-fraudulent,
1942,30.71,3,19,tichete,16:54:09,C0162,non-fraudulent,
1943,63.98,4,9,tichete,13:43:21,C0141,non-fraudulent,
1944,164.15,4,19,card,17:38:43,C0105,non-fraudulent,
1945,428.55,11,9,tichete,14:00:20,C0152,non-fraudulent,
1946,198.28,7,9,transfer,17:28:53,C0089,non-fraudulent,
1947,237.31,8,19,tichete,19:15:28,C0119,non-fraudulent,
1948,171.17,6,9,numerar,07:51:31,C0197,non-fraudulent,
1949,94.2,8,9,card,23:36:12,C0138,non-fraudulent,
1950,191.01,8,9,card,10:33:51,C0045,non-fraudulent,
1951,231.73,9,9,transfer,23:56:56,C0063,non-fraudulent,
1952,113.3,3,9,transfer,20:17:00,C0130,non-fraudulent,
1953,132.67,10,9,numerar,21:59:44,C0150,non-fraudulent,
1954,52.17,7,19,card,05:28:15,C0081,non-fraudulent,
1955,147.3,4,9,card,00:34:01,C0082,fraudulent,emitere_noaptea
1956,26.91,3,19,tichete,12:52:58,C0014,non-fraudulent,
1957,121.34,3,19,tichete,19:33:34,C0017,non-fraudulent,
1958,88.03,8,9,numerar,20:04:09,C0131,non-fraudulent,
1959,53.24,5,19,card,02:15:29,C0022,fraudulent,emitere_noaptea
1960,196.84,4,19,tichete,22:35:07,C0171,non-fraudulent,
1961,242.81,5,9,tichete,02:53:02,C0042,fraudulent,emitere_noaptea
1962,109.94,3,9,numerar,23:51:12,C0078,non-fraudulent,
1963,81.42,4,9,tichete,16:26:43,C0170,non-fraudulent,
1964,48.44,8,19,numerar,09:50:51,C0192,non-fraudulent,
1965,249.35,6,19,card,22:21:43,C0099,non-fraudulent,
1966,81.92,9,9,transfer,17:13:14,C0117,non-fraudulent,
1967,158.55,7,9,numerar,05:02:29,C0042,non-fraudulent,
1968,349.01,7,9,tichete,20:39:21,C0101,non-fraudulent,
1969,167.02,6,19,tichete,06:23:12,C0088,non-fraudulent,
1970,320.51,8,9,card,07:28:21,C0025,non-fraudulent,
1971,124.49,5,9,numerar,06:30:45,C0016,fraudulent,comerciant_risc
1972,128.95,4,9,card,07:48:57,C0199,fraudulent,comerciant_risc
1973,83.72,8,9,tichete,05:15:02,C0049,non-fraudulent,
1974,133.09,7,9,tichete,17:18:24,C0122,non-fraudulent,
1975,53.28,7,19,tichete,16:24:53,C0153,non-fraudulent,
1976,318.83,9,19,transfer,15:26:44,C0192,non-fraudulent,
1977,186.95,7,9,tichete,09:48:44,C0056,non-fraudulent,
1978,162.98,7,19,numerar,03:35:49,C0035,fraudulent,emitere_noaptea
1979,262.55,8,9,transfer,04:54:39,C0148,fraudulent,emitere_noaptea
1980,66.94,3,19,numerar,06:11:43,C0136,fraudulent,comerciant_risc
1981,95.59,4,19,card,01:39:34,C0019,fraudulent,emitere_noaptea
1982,282.26,6,9,tichete,09:02:03,C0097,non-fraudulent,
1983,216.46,6,9,numerar,23:48:54,C0188,non-fraudulent,
1984,110.13,3,19,numerar,00:07:21,C0141,fraudulent,emitere_noaptea
1985,35.88,4,19,tichete,14:30:27,C0015,non-fraudulent,
1986,99.03,8,9,card,07:53:26,C0103,non-fraudulent,
1987,177.39,7,9,tichete,11:17:31,C0053,non-fraudulent,
1988,158.05,7,19,tichete,21:43:58,C0198,non-fraudulent,
1989,61.15,5,9,transfer,01:35:02,C0152,fraudulent,emitere_noaptea
1990,144.77,8,19,transfer,04:21:22,C0029,fraudulent,emitere_noaptea
1991,32.79,3,19,numerar,07:10:18,C0092,non-fraudulent,
1992,93.73,5,19,transfer,01:52:10,C0100,fraudulent,emitere_noaptea
1993,243.03,6,9,transfer,22:20:02,C0025,non-fraudulent,
1994,136.92,3,19,card,14:46:02,C0107,fraudulent,comerciant_risc
1995,125.64,6,9,numerar,13:28:40,C0091,non-fraudulent,
1996,181.38,6,9,tichete,13:29:16,C0079,non-fraudulent,
1997,139.13,8,9,card,13:16:37,C0134,non-fraudulent,
1998,72.11,2,19,numerar,05:08:13,C0138,non-fraudulent,
1999,321.83,8,9,card,10:47:43,C0092,non-fraudulent,
2000,300.6,13,19,numerar,20:08:39,C0128,fraudulent,numerar_prea_mare
2001,78.31,2,19,tichete,23:36:12,C0162,non-fraudulent,
2002,73.73,3,19,tichete,05:04:54,C0078,non-fraudulent,
2003,293.68,7,19,transfer,14:47:14,C0145,non-fraudulent,
2004,156.66,8,19,tichete,21:59:17,C0066,non-fraudulent,
2005,134.16,5,19,tichete,01:58:19,C0115,fraudulent,emitere_noaptea
2006,10.06,2,19,card,23:19:17,C0093,non-fraudulent,
2007,109.08,4,19,tichete,02:24:15,C0186,fraudulent,emitere_noaptea
2008,291.31,6,9,numerar,12:02:57,C0035,non-fraudulent,
2009,151.88,6,9,card,06:20:18,C0028,non-fraudulent,
2010,182.65,8,9,card,05:10:17,C0059,non-fraudulent,
2011,218.45,6,19,numerar,11:16:03,C0087,non-fraudulent,
2012,196.51,4,9,tichete,08:14:09,C0026,non-fraudulent,
2013,218.38,9,9,card,04:02:58,C0078,fraudulent,emitere_noaptea
2014,146.97,3,19,tichete,19:49:40,C0152,non-fraudulent,
2015,86.2,6,9,transfer,22:38:56,C0148,non-fraudulent,
2016,227.19,6,19,transfer,11:00:02,C0005,non-fraudulent,
2017,171.87,4,9,numerar,03:55:12,C0144,fraudulent,emitere_noaptea
2018,92.93,8,9,card,12:59:59,C0121,non-fraudulent,
2019,150.76,7,19,card,19:30:23,C0184,fraudulent,comerciant_risc
2020,256.93,6,19,transfer,09:59:11,C0145,non-fraudulent,
2021,143.89,5,9,tichete,01:59:01,C0178,fraudulent,emitere_noaptea
2022,269.32,6,19,tichete,04:35:21,C0029,fraudulent,emitere_noaptea
2023,93.37,3,9,numerar,21:06:22,C0174,non-fraudulent,
2024,92.59,2,9,tichete,09:20:10,C0192,non-fraudulent,
2025,15.65,1,19,tichete,06:04:24,C0018,non-fraudulent,
2026,206.63,6,9,card,02:17:21,C0074,fraudulent,emitere_noaptea
2027,197.29,5,9,card,04:45:19,C0006,fraudulent,emitere_noaptea;comerciant_risc
2028,535.91,11,19,card,17:35:04,C0099,non-fraudulent,
2029,63.98,4,9,transfer,09:27:48,C0032,non-fraudulent,
2030,47.1,1,9,tichete,23:13:37,C0128,non-fraudulent,
2031,50.52,6,9,card,19:42:33,C0079,non-fraudulent,
2032,29.76,4,19,card,13:55:06,C0054,non-fraudulent,
2033,101.96,8,19,card,23:42:05,C0024,non-fraudulent,
2034,81.14,2,9,numerar,19:34:31,C0031,non-fraudulent,
2035,206.08,7,9,transfer,01:03:11,C0089,fraudulent,emitere_noaptea
2036,196.97,4,19,transfer,15:31:05,C0169,non-fraudulent,
2037,90.77,5,9,card,01:17:28,C0051,fraudulent,emitere_noaptea
2038,125.97,4,9,card,21:23:39,C0154,fraudulent,comerciant_risc
2039,21.9,4,19,numerar,12:29:51,C0034,non-fraudulent,
2040,87.42,4,9,numerar,08:14:52,C0087,non-fraudulent,
2041,174.75,11,9,tichete,06:17:02,C0070,non-fraudulent,
2042,187.71,4,9,card,01:41:46,C0012,fraudulent,emitere_noaptea
2043,91.56,9,19,tichete,01:27:38,C0170,fraudulent,emitere_noaptea
2044,265.3,8,9,transfer,12:24:37,C0175,non-fraudulent,
2045,265.9,6,19,transfer,06:31:14,C0185,non-fraudulent,
2046,125.35,11,19,tichete,08:41:42,C0140,non-fraudulent,
2047,94.8,5,19,numerar,16:48:09,C0074,non-fraudulent,
2048,75.73,7,19,card,07:03:18,C0119,non-fraudulent,
2049,262.76,7,9,numerar,17:19:29,C0053,non-fraudulent,
2050,19.6,1,19,transfer,05:47:17,C0095,non-fraudulent,
2051,195.47,5,9,card,14:01:27,C0146,non-fraudulent,
2052,125.84,5,9,numerar,15:32:50,C0142,non-fraudulent,
2053,65.2,4,19,transfer,11:35:05,C0005,non-fraudulent,
2054,205.04,6,9,tichete,20:52:35,C0060,non-fraudulent,
2055,230.64,6,19,tichete,04:16:59,C0155,fraudulent,emitere_noaptea
2056,64.86,5,19,card,14:18:42,C0179,non-fraudulent,
2057,189.1,6,19,numerar,06:48:01,C0171,non-fraudulent,
2058,67.36,2,19,numerar,07:36:31,C0026,non-fraudulent,
2059,33.37,4,9,tichete,07:22:11,C0048,non-fraudulent,
2060,94.98,10,9,card,11:33:18,C0159,fraudulent,comerciant_risc
2061,151.92,4,19,card,09:29:26,C0166,non-fraudulent,
2062,142.66,5,19,transfer,00:56:59,C0088,fraudulent,emitere_noaptea
2063,76.02,7,19,numerar,11:30:20,C0014,non-fraudulent,
2064,145.36,4,9,transfer,12:56:30,C0196,non-fraudulent,
2065,273.01,9,19,card,08:02:30,C0067,non-fraudulent,
2066,122.43,7,19,tichete,18:41:56,C0162,non-fraudulent,
2067,71.31,11,9,numerar,18:42:40,C0187,non-fraudulent,
2068,264.08,7,19,card,06:07:41,C0174,non-fraudulent,
2069,128.84,4,9,numerar,09:01:39,C0091,non-fraudulent,
2070,172.03,7,9,numerar,13:21:12,C0085,non-fraudulent,
2071,181.23,5,19,tichete,14:58:51,C0133,non-fraudulent,
2072,150.6,8,9,tichete,04:07:43,C0171,fraudulent,emitere_noaptea
2073,170.44,8,9,numerar,08:54:45,C0149,non-fraudulent,
2074,190.32,6,19,card,07:48:19,C0077,non-fraudulent,
2075,273.23,9,19,tichete,11:34:14,C0162,non-fraudulent,
2076,48.53,6,19,numerar,23:16:43,C0167,non-fraudulent,
2077,94.57,6,19,card,13:19:11,C0124,non-fraudulent,
2078,292.08,6,9,transfer,04:26:44,C0117,fraudulent,emitere_noaptea
2079,280.71,10,19,transfer,06:38:37,C0149,non-fraudulent,
2080,35.68,6,9,card,13:41:32,C0005,non-fraudulent,
2081,254.06,7,19,numerar,07:50:51,C0027,non-fraudulent,
2082,103.34,5,9,card,13:42:47,C0029,non-fraudulent,
2083,277.78,8,19,tichete,17:18:19,C0040,non-fraudulent,
2084,181.42,5,19,transfer,07:15:14,C0080,non-fraudulent,
2085,219.8,7,9,card,22:57:30,C0176,non-fraudulent,
2086,127.95,9,9,card,11:57:10,C0046,non-fraudulent,
