Total_suma,Număr_produse,procent_TVA,metoda_plata,Oră_emitere,Comerciant_id,eticheta,motiv_frauda
301.48,12,19,tichete,04:00:14,C0038,fraudulent,emitere_noaptea
249.39,7,19,card,03:58:59,C0061,fraudulent,emitere_noaptea
369.84,9,19,numerar,20:57:31,C0171,fraudulent,numerar_prea_mare
64.8,10,19,numerar,00:56:08,C0167,fraudulent,emitere_noaptea
38.51,5,9,tichete,01:58:13,C0024,fraudulent,emitere_noaptea
51.98,4,9,transfer,04:25:54,C0167,fraudulent,emitere_noaptea
231.73,8,9,transfer,00:55:21,C0054,fraudulent,emitere_noaptea
149.34,3,19,card,02:11:09,C0127,fraudulent,emitere_noaptea
238.72,10,9,numerar,00:58:58,C0037,fraudulent,emitere_noaptea
249.75,6,9,tichete,06:33:19,C0016,fraudulent,comerciant_risc
63.56,5,9,card,06:38:45,C0184,fraudulent,comerciant_risc
259.2,9,9,numerar,01:58:07,C0138,fraudulent,emitere_noaptea
375.2,8,9,numerar,17:57:00,C0077,fraudulent,numerar_prea_mare
171.02,8,19,numerar,00:18:09,C0156,fraudulent,emitere_noaptea
101.92,5,19,tichete,04:08:58,C0128,fraudulent,emitere_noaptea
128.06,5,19,card,00:01:52,C0094,fraudulent,emitere_noaptea
102.39,8,9,transfer,03:27:25,C0191,fraudulent,emitere_noaptea
54.47,5,9,numerar,01:56:29,C0149,fraudulent,emitere_noaptea
34.99,4,19,transfer,03:41:00,C0022,fraudulent,emitere_noaptea
224.65,8,9,card,04:45:44,C0138,fraudulent,emitere_noaptea
158.21,4,9,numerar,01:21:08,C0052,fraudulent,emitere_noaptea
218.93,7,9,transfer,01:31:50,C0115,fraudulent,emitere_noaptea
301.89,10,19,numerar,09:32:09,C0098,fraudulent,numerar_prea_mare
477.75,11,19,transfer,03:21:47,C0183,fraudulent,emitere_noaptea
94.72,4,9,tichete,01:12:09,C0024,fraudulent,emitere_noaptea
93.9,4,9,numerar,04:29:24,C0082,fraudulent,emitere_noaptea
343.98,7,19,card,09:26:45,C0184,fraudulent,comerciant_risc
136.96,5,9,tichete,03:49:06,C0028,fraudulent,emitere_noaptea
425.04,9,9,numerar,11:32:48,C0037,fraudulent,numerar_prea_mare
212.68,5,19,numerar,01:58:26,C0199,fraudulent,emitere_noaptea;comerciant_risc
267.16,8,19,tichete,00:26:46,C0193,fraudulent,emitere_noaptea
37.68,6,9,card,14:17:10,C0184,fraudulent,comerciant_risc
272.21,8,19,transfer,04:30:56,C0123,fraudulent,emitere_noaptea
23.22,2,19,transfer,03:27:37,C0047,fraudulent,emitere_noaptea
226.37,5,9,tichete,02:06:13,C0092,fraudulent,emitere_noaptea
483.35,10,19,numerar,06:04:06,C0031,fraudulent,numerar_prea_mare
24.05,4,9,card,00:38:27,C0064,fraudulent,emitere_noaptea
57.43,2,9,card,00:00:27,C0173,fraudulent,emitere_noaptea
447.4,9,9,numerar,09:34:50,C0126,fraudulent,numerar_prea_mare
246.98,10,9,card,04:21:23,C0187,fraudulent,emitere_noaptea
132.03,5,19,tichete,02:31:49,C0015,fraudulent,emitere_noaptea
247.32,9,19,card,03:58:32,C0062,fraudulent,emitere_noaptea
311.31,7,9,tichete,02:58:51,C0140,fraudulent,emitere_noaptea
376.32,8,9,tichete,19:29:57,C0006,fraudulent,comerciant_risc
177.98,6,9,transfer,01:11:42,C0112,fraudulent,emitere_noaptea
138.36,9,19,transfer,03:47:32,C0177,fraudulent,emitere_noaptea
33.09,3,9,card,01:27:16,C0193,fraudulent,emitere_noaptea
266.8,7,19,tichete,00:50:34,C0080,fraudulent,emitere_noaptea
221.7,5,9,numerar,04:18:56,C0102,fraudulent,emitere_noaptea
169.7,4,9,numerar,02:07:50,C0050,fraudulent,emitere_noaptea
321.95,7,19,card,01:50:28,C0133,fraudulent,emitere_noaptea
35.59,5,9,tichete,02:55:39,C0146,fraudulent,emitere_noaptea
462.76,11,19,tichete,02:31:40,C0175,fraudulent,emitere_noaptea
325.25,8,19,numerar,16:07:46,C0068,fraudulent,numerar_prea_mare
246.61,7,19,card,14:08:42,C0016,fraudulent,comerciant_risc
209.33,7,9,numerar,01:12:13,C0172,fraudulent,emitere_noaptea
196.68,10,9,tichete,04:38:27,C0020,fraudulent,emitere_noaptea
235.79,6,9,tichete,04:19:33,C0142,fraudulent,emitere_noaptea
136.74,5,19,transfer,04:58:54,C0038,fraudulent,emitere_noaptea
324.2,7,19,transfer,04:50:03,C0013,fraudulent,emitere_noaptea
127.11,5,9,tichete,03:32:36,C0142,fraudulent,emitere_noaptea
57.47,5,9,card,03:17:22,C0084,fraudulent,emitere_noaptea
29.97,2,9,transfer,00:44:54,C0164,fraudulent,emitere_noaptea
254.27,9,9,card,00:59:15,C0113,fraudulent,emitere_noaptea
90.05,9,19,transfer,07:46:28,C0010,fraudulent,comerciant_risc
121.79,7,19,numerar,02:22:14,C0190,fraudulent,emitere_noaptea
148.42,5,19,transfer,00:51:06,C0059,fraudulent,emitere_noaptea
175.04,8,19,transfer,00:28:54,C0110,fraudulent,emitere_noaptea
77.06,5,19,numerar,02:42:36,C0053,fraudulent,emitere_noaptea
485.21,12,9,numerar,03:28:23,C0081,fraudulent,emitere_noaptea;numerar_prea_mare
151.95,4,19,transfer,00:51:44,C0171,fraudulent,emitere_noaptea
49.98,4,9,transfer,11:13:40,C0107,fraudulent,comerciant_risc
142.77,8,19,transfer,00:47:49,C0043,fraudulent,emitere_noaptea
239.69,5,19,transfer,01:00:50,C0071,fraudulent,emitere_noaptea
193.57,4,9,card,19:57:30,C0010,fraudulent,comerciant_risc
105.48,4,19,transfer,02:15:41,C0135,fraudulent,emitere_noaptea
129.69,7,9,tichete,04:03:11,C0055,fraudulent,emitere_noaptea
326.33,7,9,card,02:39:03,C0107,fraudulent,emitere_noaptea;comerciant_risc
81.13,5,19,tichete,04:07:19,C0174,fraudulent,emitere_noaptea
80.05,5,9,transfer,22:44:43,C0006,fraudulent,comerciant_risc
152.72,9,9,card,04:33:06,C0106,fraudulent,emitere_noaptea
129.85,9,19,card,00:58:02,C0175,fraudulent,emitere_noaptea
377.37,9,9,numerar,21:33:49,C0041,fraudulent,numerar_prea_mare
86.44,7,9,transfer,00:09:40,C0077,fraudulent,emitere_noaptea
183.55,8,9,numerar,23:30:46,C0136,fraudulent,comerciant_risc
186.69,7,9,transfer,01:22:49,C0150,fraudulent,emitere_noaptea
155.08,4,9,numerar,16:45:42,C0107,fraudulent,comerciant_risc
50.86,6,9,numerar,04:36:03,C0179,fraudulent,emitere_noaptea
73.08,6,9,transfer,00:59:00,C0152,fraudulent,emitere_noaptea
63.71,8,9,numerar,02:25:32,C0155,fraudulent,emitere_noaptea
409.79,10,19,numerar,03:49:33,C0142,fraudulent,emitere_noaptea;numerar_prea_mare
89.61,4,9,transfer,03:07:29,C0183,fraudulent,emitere_noaptea
26.01,5,9,numerar,04:15:36,C0134,fraudulent,emitere_noaptea
327.55,7,19,numerar,00:48:56,C0010,fraudulent,emitere_noaptea;numerar_prea_mare;comerciant_risc
105.03,4,9,tichete,02:34:09,C0038,fraudulent,emitere_noaptea
98.05,12,9,tichete,00:33:48,C0084,fraudulent,emitere_noaptea
14.66,2,19,card,04:36:14,C0102,fraudulent,emitere_noaptea
148.87,5,19,card,01:15:43,C0168,fraudulent,emitere_noaptea
93.43,5,9,numerar,03:53:45,C0049,fraudulent,emitere_noaptea
284.97,7,9,tichete,04:33:04,C0118,fraudulent,emitere_noaptea
117.76,7,9,transfer,00:01:54,C0159,fraudulent,emitere_noaptea;comerciant_risc
84.78,6,19,numerar,22:12:35,C0159,fraudulent,comerciant_risc
193.38,9,19,card,02:38:55,C0083,fraudulent,emitere_noaptea
84.35,6,9,tichete,00:00:35,C0075,fraudulent,emitere_noaptea
146.81,7,19,card,04:26:32,C0191,fraudulent,emitere_noaptea
104.75,4,9,card,00:24:07,C0081,fraudulent,emitere_noaptea
390.92,9,9,numerar,09:24:51,C0047,fraudulent,numerar_prea_mare
444.01,9,19,transfer,03:03:23,C0086,fraudulent,emitere_noaptea
77.52,9,9,numerar,00:21:52,C0180,fraudulent,emitere_noaptea
237.68,5,19,numerar,01:20:13,C0143,fraudulent,emitere_noaptea
146.88,5,19,card,03:56:01,C0049,fraudulent,emitere_noaptea
86.14,6,19,card,00:41:44,C0200,fraudulent,emitere_noaptea
260.8,8,9,tichete,03:52:42,C0075,fraudulent,emitere_noaptea
430.79,11,19,numerar,04:53:15,C0167,fraudulent,emitere_noaptea;numerar_prea_mare
24.12,4,19,tichete,02:01:03,C0189,fraudulent,emitere_noaptea
87.69,5,19,transfer,01:01:05,C0193,fraudulent,emitere_noaptea
183.61,5,9,transfer,00:50:01,C0060,fraudulent,emitere_noaptea
92.72,5,19,numerar,02:17:25,C0163,fraudulent,emitere_noaptea
228.32,5,19,tichete,23:52:13,C0107,fraudulent,comerciant_risc
15.58,2,9,numerar,02:18:17,C0109,fraudulent,emitere_noaptea
367.95,9,19,numerar,13:53:43,C0031,fraudulent,numerar_prea_mare
64.5,8,9,transfer,02:59:13,C0051,fraudulent,emitere_noaptea
109.23,5,9,transfer,02:41:49,C0096,fraudulent,emitere_noaptea
166.83,6,9,numerar,00:44:19,C0175,fraudulent,emitere_noaptea
41.29,7,9,numerar,14:33:22,C0107,fraudulent,comerciant_risc
240.29,6,9,transfer,01:46:35,C0047,fraudulent,emitere_noaptea
502.76,12,9,transfer,01:00:21,C0178,fraudulent,emitere_noaptea
176.0,4,9,numerar,00:52:05,C0010,fraudulent,emitere_noaptea;comerciant_risc
43.11,5,19,numerar,01:38:27,C0093,fraudulent,emitere_noaptea
77.99,9,19,numerar,03:54:09,C0196,fraudulent,emitere_noaptea
73.0,5,19,transfer,03:12:07,C0121,fraudulent,emitere_noaptea
330.66,7,19,transfer,23:21:23,C0184,fraudulent,comerciant_risc
262.04,8,19,numerar,18:37:49,C0016,fraudulent,comerciant_risc
55.05,3,9,transfer,04:04:34,C0054,fraudulent,emitere_noaptea
365.22,8,19,numerar,08:04:00,C0146,fraudulent,numerar_prea_mare
39.38,7,9,tichete,06:00:29,C0154,fraudulent,comerciant_risc
54.17,5,9,numerar,02:37:45,C0183,fraudulent,emitere_noaptea
25.22,3,9,card,01:27:10,C0072,fraudulent,emitere_noaptea
60.33,6,19,card,09:33:07,C0107,fraudulent,comerciant_risc
336.69,10,19,card,02:20:17,C0059,fraudulent,emitere_noaptea
425.45,10,9,numerar,15:57:17,C0053,fraudulent,numerar_prea_mare
196.28,4,19,numerar,07:32:11,C0016,fraudulent,comerciant_risc
253.55,6,9,transfer,02:22:41,C0087,fraudulent,emitere_noaptea
267.78,8,19,transfer,05:19:19,C0016,fraudulent,comerciant_risc
147.3,4,9,card,00:34:01,C0082,fraudulent,emitere_noaptea
53.24,5,19,card,02:15:29,C0022,fraudulent,emitere_noaptea
242.81,5,9,tichete,02:53:02,C0042,fraudulent,emitere_noaptea
124.49,5,9,numerar,06:30:45,C0016,fraudulent,comerciant_risc
128.95,4,9,card,07:48:57,C0199,fraudulent,comerciant_risc
162.98,7,19,numerar,03:35:49,C0035,fraudulent,emitere_noaptea
262.55,8,9,transfer,04:54:39,C0148,fraudulent,emitere_noaptea
66.94,3,19,numerar,06:11:43,C0136,fraudulent,comerciant_risc
95.59,4,19,card,01:39:34,C0019,fraudulent,emitere_noaptea
110.13,3,19,numerar,00:07:21,C0141,fraudulent,emitere_noaptea
61.15,5,9,transfer,01:35:02,C0152,fraudulent,emitere_noaptea
144.77,8,19,transfer,04:21:22,C0029,fraudulent,emitere_noaptea
93.73,5,19,transfer,01:52:10,C0100,fraudulent,emitere_noaptea
136.92,3,19,card,14:46:02,C0107,fraudulent,comerciant_risc
300.6,13,19,numerar,20:08:39,C0128,fraudulent,numerar_prea_mare
134.16,5,19,tichete,01:58:19,C0115,fraudulent,emitere_noaptea
109.08,4,19,tichete,02:24:15,C0186,fraudulent,emitere_noaptea
218.38,9,9,card,04:02:58,C0078,fraudulent,emitere_noaptea
171.87,4,9,numerar,03:55:12,C0144,fraudulent,emitere_noaptea
150.76,7,19,card,19:30:23,C0184,fraudulent,comerciant_risc
143.89,5,9,tichete,01:59:01,C0178,fraudulent,emitere_noaptea
269.32,6,19,tichete,04:35:21,C0029,fraudulent,emitere_noaptea
206.63,6,9,card,02:17:21,C0074,fraudulent,emitere_noaptea
197.29,5,9,card,04:45:19,C0006,fraudulent,emitere_noaptea;comerciant_risc
206.08,7,9,transfer,01:03:11,C0089,fraudulent,emitere_noaptea
90.77,5,9,card,01:17:28,C0051,fraudulent,emitere_noaptea
125.97,4,9,card,21:23:39,C0154,fraudulent,comerciant_risc
187.71,4,9,card,01:41:46,C0012,fraudulent,emitere_noaptea
91.56,9,19,tichete,01:27:38,C0170,fraudulent,emitere_noaptea
230.64,6,19,tichete,04:16:59,C0155,fraudulent,emitere_noaptea
94.98,10,9,card,11:33:18,C0159,fraudulent,comerciant_risc
142.66,5,19,transfer,00:56:59,C0088,fraudulent,emitere_noaptea
150.6,8,9,tichete,04:07:43,C0171,fraudulent,emitere_noaptea
292.08,6,9,transfer,04:26:44,C0117,fraudulent,emitere_noaptea
177.62,9,19,transfer,02:42:04,C0019,fraudulent,emitere_noaptea
81.44,7,19,card,09:49:15,C0136,fraudulent,comerciant_risc
47.26,1,9,card,02:29:27,C0152,fraudulent,emitere_noaptea
164.26,6,9,card,00:35:01,C0011,fraudulent,emitere_noaptea
392.82,10,19,numerar,06:11:41,C0045,fraudulent,numerar_prea_mare
101.08,4,9,card,21:09:22,C0184,fraudulent,comerciant_risc
119.89,3,9,transfer,16:49:06,C0010,fraudulent,comerciant_risc
307.04,7,19,numerar,15:56:27,C0166,fraudulent,numerar_prea_mare
354.08,8,9,card,06:17:44,C0184,fraudulent,comerciant_risc
156.22,7,19,card,02:20:45,C0028,fraudulent,emitere_noaptea
240.15,7,19,numerar,02:40:22,C0172,fraudulent,emitere_noaptea
186.31,6,19,transfer,04:54:00,C0023,fraudulent,emitere_noaptea
366.88,8,9,numerar,02:59:18,C0145,fraudulent,emitere_noaptea;numerar_prea_mare
239.42,5,9,tichete,03:49:44,C0124,fraudulent,emitere_noaptea
84.01,2,19,numerar,03:15:42,C0067,fraudulent,emitere_noaptea
289.81,6,9,tichete,04:18:24,C0076,fraudulent,emitere_noaptea
220.13,5,19,tichete,23:36:12,C0136,fraudulent,comerciant_risc
282.62,10,19,transfer,00:42:16,C0167,fraudulent,emitere_noaptea
505.33,11,9,numerar,21:52:28,C0157,fraudulent,numerar_prea_mare
37.34,4,19,numerar,00:23:53,C0012,fraudulent,emitere_noaptea
25.01,4,9,tichete,02:27:42,C0040,fraudulent,emitere_noaptea
510.52,14,9,numerar,08:20:10,C0185,fraudulent,numerar_prea_mare
282.59,6,9,transfer,03:16:10,C0051,fraudulent,emitere_noaptea
103.04,9,9,transfer,02:53:07,C0047,fraudulent,emitere_noaptea
122.96,3,19,tichete,04:00:22,C0114,fraudulent,emitere_noaptea
334.42,8,19,transfer,02:06:13,C0014,fraudulent,emitere_noaptea
143.52,5,9,transfer,03:18:07,C0163,fraudulent,emitere_noaptea
157.5,4,19,transfer,02:11:00,C0002,fraudulent,emitere_noaptea
126.26,3,19,transfer,00:43:24,C0036,fraudulent,emitere_noaptea
232.22,7,9,transfer,00:40:08,C0090,fraudulent,emitere_noaptea
214.82,5,9,transfer,04:44:03,C0174,fraudulent,emitere_noaptea
196.93,9,9,numerar,02:07:34,C0065,fraudulent,emitere_noaptea
187.02,5,19,numerar,05:59:33,C0184,fraudulent,comerciant_risc
127.75,5,19,card,02:50:43,C0161,fraudulent,emitere_noaptea
74.3,2,19,transfer,19:33:09,C0199,fraudulent,comerciant_risc
127.33,5,9,transfer,00:51:25,C0175,fraudulent,emitere_noaptea
129.46,6,19,card,04:03:03,C0029,fraudulent,emitere_noaptea
170.25,4,9,numerar,00:16:45,C0096,fraudulent,emitere_noaptea
166.67,9,9,transfer,02:22:48,C0058,fraudulent,emitere_noaptea
62.6,3,19,transfer,03:47:31,C0041,fraudulent,emitere_noaptea
297.3,6,9,tichete,04:33:18,C0180,fraudulent,emitere_noaptea
440.51,12,19,numerar,20:17:33,C0102,fraudulent,numerar_prea_mare
93.55,6,19,transfer,03:19:21,C0183,fraudulent,emitere_noaptea
232.69,6,19,card,08:48:40,C0184,fraudulent,comerciant_risc
325.89,8,19,tichete,04:13:28,C0167,fraudulent,emitere_noaptea
259.11,6,19,numerar,04:41:30,C0023,fraudulent,emitere_noaptea
244.05,9,19,transfer,06:59:08,C0184,fraudulent,comerciant_risc
100.29,9,19,card,00:27:55,C0140,fraudulent,emitere_noaptea
151.05,7,19,numerar,21:55:09,C0107,fraudulent,comerciant_risc
178.59,9,19,transfer,03:42:08,C0052,fraudulent,emitere_noaptea
286.66,6,9,transfer,04:42:27,C0097,fraudulent,emitere_noaptea
286.62,6,19,tichete,20:38:19,C0010,fraudulent,comerciant_risc
463.24,10,9,numerar,18:29:27,C0117,fraudulent,numerar_prea_mare
162.7,6,9,transfer,00:55:37,C0044,fraudulent,emitere_noaptea
168.76,6,9,transfer,00:28:05,C0158,fraudulent,emitere_noaptea
270.84,8,9,card,04:08:55,C0120,fraudulent,emitere_noaptea
232.01,8,9,card,01:51:03,C0099,fraudulent,emitere_noaptea
55.65,9,19,transfer,04:50:15,C0137,fraudulent,emitere_noaptea
160.32,5,19,numerar,02:30:50,C0172,fraudulent,emitere_noaptea
31.78,5,9,card,01:49:51,C0094,fraudulent,emitere_noaptea
291.36,7,19,numerar,03:39:33,C0166,fraudulent,emitere_noaptea
70.25,10,19,transfer,03:31:41,C0021,fraudulent,emitere_noaptea
176.97,4,19,numerar,00:24:14,C0091,fraudulent,emitere_noaptea
82.39,3,19,numerar,00:59:58,C0186,fraudulent,emitere_noaptea
29.88,2,19,numerar,02:56:49,C0118,fraudulent,emitere_noaptea
120.91,6,19,card,02:11:36,C0167,fraudulent,emitere_noaptea
160.12,7,9,transfer,00:32:26,C0128,fraudulent,emitere_noaptea
223.27,7,9,numerar,12:05:21,C0006,fraudulent,comerciant_risc
199.39,5,9,numerar,02:52:05,C0095,fraudulent,emitere_noaptea
26.14,1,19,numerar,04:19:21,C0169,fraudulent,emitere_noaptea
99.72,4,19,tichete,01:15:39,C0139,fraudulent,emitere_noaptea
219.39,5,19,numerar,04:55:34,C0157,fraudulent,emitere_noaptea
295.25,8,19,numerar,02:48:22,C0042,fraudulent,emitere_noaptea
246.87,8,19,transfer,04:04:10,C0184,fraudulent,emitere_noaptea;comerciant_risc
160.01,5,9,card,01:10:16,C0127,fraudulent,emitere_noaptea
310.51,12,9,card,01:40:29,C0184,fraudulent,emitere_noaptea;comerciant_risc
77.17,3,9,card,05:00:12,C0199,fraudulent,comerciant_risc
205.03,9,9,numerar,02:48:32,C0014,fraudulent,emitere_noaptea
255.65,7,9,tichete,02:24:58,C0004,fraudulent,emitere_noaptea
83.81,9,19,card,21:08:52,C0132,fraudulent,comerciant_risc
74.95,5,9,card,02:41:01,C0098,fraudulent,emitere_noaptea
276.1,6,19,card,01:22:19,C0140,fraudulent,emitere_noaptea
229.71,5,9,tichete,13:17:54,C0010,fraudulent,comerciant_risc
338.87,7,19,transfer,08:25:41,C0136,fraudulent,comerciant_risc
343.8,8,9,transfer,13:28:15,C0159,fraudulent,comerciant_risc
363.49,8,9,numerar,15:36:03,C0092,fraudulent,numerar_prea_mare
416.22,9,9,numerar,17:43:02,C0065,fraudulent,numerar_prea_mare
45.64,5,9,transfer,03:03:57,C0079,fraudulent,emitere_noaptea
445.6,11,9,numerar,15:36:33,C0191,fraudulent,numerar_prea_mare
109.59,5,19,numerar,01:31:57,C0165,fraudulent,emitere_noaptea
291.73,8,19,transfer,03:15:17,C0106,fraudulent,emitere_noaptea
87.22,6,9,transfer,02:52:31,C0187,fraudulent,emitere_noaptea
217.9,6,19,numerar,03:14:38,C0154,fraudulent,emitere_noaptea;comerciant_risc
224.05,7,9,tichete,00:28:00,C0073,fraudulent,emitere_noaptea
77.78,7,9,numerar,00:48:49,C0133,fraudulent,emitere_noaptea
90.59,6,19,tichete,04:09:21,C0089,fraudulent,emitere_noaptea
108.25,7,19,tichete,03:49:12,C0002,fraudulent,emitere_noaptea
167.56,7,9,numerar,01:21:44,C0006,fraudulent,emitere_noaptea;comerciant_risc
199.59,8,9,tichete,02:19:54,C0191,fraudulent,emitere_noaptea
468.44,10,19,numerar,19:52:44,C0197,fraudulent,numerar_prea_mare
121.17,8,9,card,01:42:48,C0150,fraudulent,emitere_noaptea
418.39,9,19,numerar,00:53:29,C0006,fraudulent,emitere_noaptea;numerar_prea_mare;comerciant_risc
81.53,2,19,transfer,00:26:19,C0105,fraudulent,emitere_noaptea
121.16,3,9,numerar,00:57:52,C0191,fraudulent,emitere_noaptea
160.02,7,19,card,00:57:27,C0036,fraudulent,emitere_noaptea
206.75,5,19,tichete,01:10:41,C0147,fraudulent,emitere_noaptea
124.66,5,9,numerar,03:10:58,C0031,fraudulent,emitere_noaptea
61.27,6,9,tichete,00:35:22,C0140,fraudulent,emitere_noaptea
101.75,5,9,numerar,01:57:29,C0041,fraudulent,emitere_noaptea
153.2,5,19,tichete,10:43:22,C0016,fraudulent,comerciant_risc
239.6,6,19,transfer,01:04:18,C0167,fraudulent,emitere_noaptea
44.38,6,9,tichete,01:35:37,C0100,fraudulent,emitere_noaptea
264.09,6,9,transfer,01:36:20,C0022,fraudulent,emitere_noaptea
118.7,6,19,card,03:28:35,C0079,fraudulent,emitere_noaptea
186.65,7,9,tichete,04:36:19,C0005,fraudulent,emitere_noaptea
28.47,2,9,tichete,01:09:47,C0187,fraudulent,emitere_noaptea
408.17,9,9,numerar,01:13:15,C0124,fraudulent,emitere_noaptea;numerar_prea_mare
176.19,6,9,transfer,01:37:57,C0009,fraudulent,emitere_noaptea
316.68,7,19,tichete,03:26:30,C0105,fraudulent,emitere_noaptea
53.56,7,9,transfer,02:29:58,C0042,fraudulent,emitere_noaptea
59.25,3,19,card,01:50:08,C0127,fraudulent,emitere_noaptea
151.91,6,19,numerar,04:36:51,C0089,fraudulent,emitere_noaptea
42.92,8,19,transfer,04:30:55,C0034,fraudulent,emitere_noaptea
431.76,9,19,numerar,05:32:07,C0025,fraudulent,numerar_prea_mare
278.17,6,9,numerar,01:26:32,C0029,fraudulent,emitere_noaptea
117.37,9,9,transfer,00:34:07,C0121,fraudulent,emitere_noaptea
258.07,8,19,transfer,03:41:08,C0036,fraudulent,emitere_noaptea
264.58,9,19,tichete,13:34:36,C0016,fraudulent,comerciant_risc
64.14,6,9,card,03:04:37,C0043,fraudulent,emitere_noaptea
37.94,6,19,numerar,00:20:33,C0156,fraudulent,emitere_noaptea
254.03,6,9,numerar,10:43:05,C0136,fraudulent,comerciant_risc
394.26,10,19,numerar,23:46:54,C0123,fraudulent,numerar_prea_mare
432.44,10,9,transfer,02:11:07,C0163,fraudulent,emitere_noaptea
223.86,8,9,tichete,04:47:52,C0092,fraudulent,emitere_noaptea
84.39,3,19,transfer,04:42:28,C0110,fraudulent,emitere_noaptea
186.49,4,19,tichete,03:17:23,C0196,fraudulent,emitere_noaptea
437.54,9,19,numerar,19:31:16,C0151,fraudulent,numerar_prea_mare
80.85,3,19,numerar,04:39:35,C0120,fraudulent,emitere_noaptea
165.47,4,19,card,00:07:49,C0001,fraudulent,emitere_noaptea
107.21,8,19,numerar,21:33:30,C0016,fraudulent,comerciant_risc
328.48,12,19,numerar,16:04:33,C0144,fraudulent,numerar_prea_mare
152.93,6,19,numerar,03:36:55,C0144,fraudulent,emitere_noaptea
162.48,9,19,card,02:26:46,C0113,fraudulent,emitere_noaptea
46.99,3,19,transfer,00:30:31,C0030,fraudulent,emitere_noaptea
78.39,5,19,tichete,03:00:35,C0064,fraudulent,emitere_noaptea
143.24,4,19,card,00:34:13,C0056,fraudulent,emitere_noaptea
45.76,3,19,transfer,07:36:18,C0136,fraudulent,comerciant_risc
352.31,9,9,numerar,01:25:14,C0143,fraudulent,emitere_noaptea;numerar_prea_mare
84.75,5,19,transfer,19:10:11,C0159,fraudulent,comerciant_risc
120.92,4,9,card,02:51:36,C0101,fraudulent,emitere_noaptea
357.73,9,19,numerar,16:01:50,C0035,fraudulent,numerar_prea_mare
325.32,7,19,tichete,04:34:36,C0072,fraudulent,emitere_noaptea
39.86,2,9,tichete,00:53:17,C0149,fraudulent,emitere_noaptea
42.86,8,19,transfer,04:55:34,C0101,fraudulent,emitere_noaptea
177.25,6,9,numerar,03:08:37,C0114,fraudulent,emitere_noaptea
367.61,10,9,numerar,11:49:36,C0182,fraudulent,numerar_prea_mare
33.81,4,9,card,01:49:41,C0080,fraudulent,emitere_noaptea
373.12,9,19,numerar,17:28:54,C0029,fraudulent,numerar_prea_mare
181.2,6,9,tichete,00:39:12,C0010,fraudulent,emitere_noaptea;comerciant_risc
220.31,7,9,transfer,05:41:28,C0010,fraudulent,comerciant_risc
90.6,8,19,card,00:01:25,C0181,fraudulent,emitere_noaptea
353.78,8,9,numerar,15:34:02,C0157,fraudulent,numerar_prea_mare
284.58,7,9,numerar,02:20:53,C0093,fraudulent,emitere_noaptea
16.5,3,9,tichete,01:05:14,C0137,fraudulent,emitere_noaptea
180.08,5,9,transfer,04:24:39,C0025,fraudulent,emitere_noaptea
425.62,10,19,tichete,15:34:16,C0006,fraudulent,comerciant_risc
234.93,8,19,numerar,01:40:25,C0189,fraudulent,emitere_noaptea
203.59,10,19,tichete,04:58:37,C0089,fraudulent,emitere_noaptea
340.17,9,19,numerar,15:43:30,C0069,fraudulent,numerar_prea_mare
58.42,7,19,numerar,06:13:56,C0006,fraudulent,comerciant_risc
316.16,7,19,card,01:50:34,C0138,fraudulent,emitere_noaptea
223.19,6,19,card,00:31:50,C0104,fraudulent,emitere_noaptea
77.89,5,9,tichete,04:50:36,C0195,fraudulent,emitere_noaptea
438.82,9,9,numerar,12:56:30,C0035,fraudulent,numerar_prea_mare
351.86,11,9,numerar,08:24:55,C0198,fraudulent,numerar_prea_mare
189.37,5,19,card,04:26:17,C0181,fraudulent,emitere_noaptea
219.37,6,19,tichete,01:38:32,C0150,fraudulent,emitere_noaptea
290.81,7,9,card,00:43:32,C0197,fraudulent,emitere_noaptea
94.61,10,19,card,13:24:51,C0016,fraudulent,comerciant_risc
67.07,6,19,card,02:32:15,C0083,fraudulent,emitere_noaptea
121.35,7,19,transfer,03:05:01,C0104,fraudulent,emitere_noaptea
137.07,6,9,transfer,03:20:11,C0068,fraudulent,emitere_noaptea
217.48,8,19,card,02:31:42,C0109,fraudulent,emitere_noaptea
268.59,8,19,tichete,09:32:15,C0006,fraudulent,comerciant_risc
141.82,7,19,transfer,23:00:53,C0010,fraudulent,comerciant_risc
147.38,6,9,numerar,03:00:57,C0035,fraudulent,emitere_noaptea
340.26,8,19,tichete,20:17:05,C0016,fraudulent,comerciant_risc
170.47,6,19,tichete,05:28:35,C0107,fraudulent,comerciant_risc
102.94,3,9,tichete,01:52:18,C0113,fraudulent,emitere_noaptea
212.52,5,19,tichete,03:09:53,C0027,fraudulent,emitere_noaptea
381.35,8,9,numerar,04:55:18,C0169,fraudulent,emitere_noaptea;numerar_prea_mare
127.18,6,19,tichete,01:43:19,C0174,fraudulent,emitere_noaptea
44.94,5,9,numerar,00:55:17,C0069,fraudulent,emitere_noaptea
115.27,4,9,card,01:31:09,C0140,fraudulent,emitere_noaptea
338.91,7,9,numerar,04:24:14,C0039,fraudulent,emitere_noaptea;numerar_prea_mare
326.24,11,9,transfer,03:02:20,C0017,fraudulent,emitere_noaptea
221.56,5,9,tichete,02:17:26,C0171,fraudulent,emitere_noaptea
47.08,6,19,transfer,03:04:23,C0021,fraudulent,emitere_noaptea
